# time_index y_index x_index temp_C
1 12 0 -4.438
1 12 1 -3.549
1 12 2 -4.617
1 12 3 -4.121
1 12 4 -0.981
1 12 5 -3.451
1 12 6 -3.035
1 12 7 -0.425
1 12 8 0.692
1 12 9 -2.306
1 12 10 -1.400
1 12 11 -0.569
1 12 12 0.804
1 12 13 -1.105
1 12 14 -0.249
1 12 15 0.832
1 12 16 0.821
1 12 17 0.436
1 12 18 0.893
1 12 19 0.163
1 13 0 -3.822
1 13 1 -3.582
1 13 2 -2.920
1 13 3 -3.286
1 13 4 -2.202
1 13 5 -1.506
1 13 6 -1.928
1 13 7 -1.508
1 13 8 -1.484
1 13 9 -1.263
1 13 10 -1.577
1 13 11 -0.484
1 13 12 -0.552
1 13 13 1.464
1 13 14 1.311
1 13 15 0.624
1 13 16 -0.031
1 13 17 -0.048
1 13 18 2.058
1 13 19 1.579
1 14 0 -3.142
1 14 1 -4.659
1 14 2 -2.258
1 14 3 -2.373
1 14 4 -3.362
1 14 5 -2.588
1 14 6 -1.736
1 14 7 -1.642
1 14 8 -1.655
1 14 9 -1.241
1 14 10 -1.096
1 14 11 -0.510
1 14 12 0.809
1 14 13 -2.159
1 14 14 -0.032
1 14 15 0.562
1 14 16 0.921
1 14 17 0.650
1 14 18 -0.195
1 14 19 1.736
1 15 0 -2.039
1 15 1 -4.385
1 15 2 -2.204
1 15 3 -2.894
1 15 4 -2.417
1 15 5 -2.948
1 15 6 -2.110
1 15 7 -0.539
1 15 8 -0.850
1 15 9 0.333
1 15 10 0.152
1 15 11 -0.175
1 15 12 1.132
1 15 13 0.351
1 15 14 0.926
1 15 15 0.289
1 15 16 0.843
1 15 17 0.495
1 15 18 2.107
1 15 19 0.636
1 16 0 -2.690
1 16 1 -3.205
1 16 2 -1.852
1 16 3 -1.926
1 16 4 -0.807
1 16 5 -1.415
1 16 6 -2.994
1 16 7 -1.527
1 16 8 -2.148
1 16 9 -1.362
1 16 10 0.525
1 16 11 0.089
1 16 12 -0.717
1 16 13 -0.706
1 16 14 0.395
1 16 15 -0.342
1 16 16 0.358
1 16 17 1.408
1 16 18 2.345
1 16 19 2.171
1 17 0 -5.044
1 17 1 -2.704
1 17 2 -2.627
1 17 3 -2.090
1 17 4 -0.865
1 17 5 -3.545
1 17 6 -2.104
1 17 7 -0.896
1 17 8 -2.371
1 17 9 0.339
1 17 10 -0.284
1 17 11 0.361
1 17 12 -0.509
1 17 13 0.862
1 17 14 1.328
1 17 15 0.923
1 17 16 1.188
1 17 17 1.479
1 17 18 0.836
1 17 19 1.671
1 18 0 -3.227
1 18 1 -2.535
1 18 2 -1.779
1 18 3 -3.163
1 18 4 -2.153
1 18 5 -0.604
1 18 6 -2.121
1 18 7 -1.921
1 18 8 -0.838
1 18 9 -0.061
1 18 10 -0.465
1 18 11 0.853
1 18 12 0.738
1 18 13 0.989
1 18 14 1.022
1 18 15 2.704
1 18 16 0.941
1 18 17 -0.234
1 18 18 2.915
1 18 19 1.529
1 19 0 -2.914
1 19 1 -1.689
1 19 2 -3.755
1 19 3 -3.212
1 19 4 -3.228
1 19 5 -2.320
1 19 6 -1.069
1 19 7 -0.739
1 19 8 -0.674
1 19 9 -1.762
1 19 10 -2.217
1 19 11 -0.062
1 19 12 -0.220
1 19 13 0.789
1 19 14 1.246
1 19 15 1.058
1 19 16 1.819
1 19 17 1.657
1 19 18 2.161
1 19 19 1.436
2 0 0 -3.804
2 0 1 -3.240
2 0 2 -2.478
2 0 3 -3.186
2 0 4 -2.191
2 0 5 -2.557
2 0 6 -2.175
2 0 7 -1.155
2 0 8 -3.149
2 0 9 -2.329
2 0 10 -2.214
2 0 11 -2.632
2 0 12 -1.045
2 0 13 0.360
2 0 14 -0.204
2 0 15 0.445
2 0 16 1.422
2 0 17 1.876
2 0 18 1.021
2 0 19 2.423
2 1 0 -3.481
2 1 1 -3.962
2 1 2 -3.504
2 1 3 -3.950
2 1 4 -3.213
2 1 5 -2.526
2 1 6 -1.333
2 1 7 -0.336
2 1 8 -2.555
2 1 9 -0.872
2 1 10 -1.756
2 1 11 -0.280
2 1 12 -0.502
2 1 13 -1.599
2 1 14 0.872
2 1 15 -0.092
2 1 16 0.228
2 1 17 0.063
2 1 18 0.658
2 1 19 1.787
2 2 0 -3.601
2 2 1 -2.924
2 2 2 -2.634
2 2 3 -1.604
2 2 4 -2.671
2 2 5 -3.315
2 2 6 -1.017
2 2 7 -1.873
2 2 8 -0.453
2 2 9 -0.775
2 2 10 -0.923
2 2 11 -0.276
2 2 12 1.269
2 2 13 1.633
2 2 14 0.290
2 2 15 0.626
2 2 16 1.622
2 2 17 0.347
2 2 18 1.554
2 2 19 1.530
2 3 0 -3.093
2 3 1 -3.748
2 3 2 -4.090
2 3 3 -4.213
2 3 4 -3.186
2 3 5 -2.396
2 3 6 -2.000
2 3 7 0.047
2 3 8 -0.354
2 3 9 -1.746
2 3 10 -0.435
2 3 11 -0.775
2 3 12 -0.414
2 3 13 0.225
2 3 14 0.835
2 3 15 0.331
2 3 16 1.717
2 3 17 0.216
2 3 18 1.397
2 3 19 3.734
2 4 0 -3.061
2 4 1 -1.829
2 4 2 -2.640
2 4 3 -1.985
2 4 4 -2.232
2 4 5 -2.060
2 4 6 -2.284
2 4 7 -1.053
2 4 8 -1.815
2 4 9 -0.338
2 4 10 0.261
2 4 11 -0.051
2 4 12 -0.310
2 4 13 0.545
2 4 14 0.198
2 4 15 1.457
2 4 16 -0.494
2 4 17 0.966
2 4 18 -0.095
2 4 19 0.565
2 5 0 -2.043
2 5 1 -2.155
2 5 2 -3.183
2 5 3 -3.546
2 5 4 -4.453
2 5 5 -2.253
2 5 6 0.381
2 5 7 -0.944
2 5 8 -1.476
2 5 9 -0.393
2 5 10 -1.751
2 5 11 -0.477
2 5 12 0.104
2 5 13 0.218
2 5 14 1.183
2 5 15 1.089
2 5 16 1.611
2 5 17 0.789
2 5 18 2.321
2 5 19 3.169
2 6 0 -3.805
2 6 1 -3.476
2 6 2 -1.434
2 6 3 -2.392
2 6 4 -0.853
2 6 5 -2.067
2 6 6 -0.286
2 6 7 -1.081
2 6 8 -0.717
2 6 9 0.592
2 6 10 -0.687
2 6 11 -0.887
2 6 12 -0.230
2 6 13 0.754
2 6 14 -0.597
2 6 15 1.429
2 6 16 0.751
2 6 17 2.363
2 6 18 -0.207
2 6 19 1.342
2 7 0 -4.273
2 7 1 -3.321
2 7 2 -2.199
2 7 3 -2.277
2 7 4 -2.073
2 7 5 -1.735
2 7 6 -1.182
2 7 7 -1.888
2 7 8 -0.253
2 7 9 -0.025
2 7 10 0.016
2 7 11 0.417
2 7 12 0.472
2 7 13 2.126
2 7 14 0.691
2 7 15 0.778
2 7 16 0.684
2 7 17 0.724
2 7 18 0.818
2 7 19 1.366
2 8 0 -2.875
2 8 1 -2.288
2 8 2 -2.251
2 8 3 -2.641
2 8 4 -1.045
2 8 5 -0.911
2 8 6 -1.367
2 8 7 -1.498
2 8 8 -0.274
2 8 9 -0.299
2 8 10 -1.345
2 8 11 0.022
2 8 12 0.549
2 8 13 -0.117
2 8 14 1.018
2 8 15 -0.035
2 8 16 2.461
2 8 17 2.654
2 8 18 1.717
2 8 19 2.473
2 9 0 -4.641
2 9 1 -3.375
2 9 2 -2.422
2 9 3 -2.781
2 9 4 -1.089
2 9 5 0.201
2 9 6 -2.075
2 9 7 -1.541
2 9 8 -0.419
2 9 9 0.944
2 9 10 -1.059
2 9 11 0.381
2 9 12 1.902
2 9 13 -0.613
2 9 14 -0.054
2 9 15 0.896
2 9 16 1.081
2 9 17 2.411
2 9 18 2.217
2 9 19 0.867
2 10 0 -2.195
2 10 1 -2.806
2 10 2 -1.062
2 10 3 -2.320
2 10 4 -2.064
2 10 5 -0.859
2 10 6 -0.418
2 10 7 -0.407
2 10 8 -1.851
2 10 9 0.191
2 10 10 -0.803
2 10 11 0.475
2 10 12 -0.589
2 10 13 1.170
2 10 14 0.431
2 10 15 0.314
2 10 16 2.174
2 10 17 2.059
2 10 18 1.638
2 10 19 3.553
2 11 0 -2.855
2 11 1 -2.214
2 11 2 -1.761
2 11 3 -2.209
2 11 4 -1.073
2 11 5 -1.613
2 11 6 -1.253
2 11 7 0.430
2 11 8 -1.230
2 11 9 -2.064
2 11 10 1.418
2 11 11 2.432
2 11 12 0.331
2 11 13 -0.631
2 11 14 0.933
2 11 15 1.216
2 11 16 1.556
2 11 17 1.081
2 11 18 2.698
2 11 19 2.917
2 12 0 -3.593
2 12 1 -1.575
2 12 2 -0.229
2 12 3 -1.470
2 12 4 -1.614
2 12 5 -1.195
2 12 6 -0.326
2 12 7 -1.940
2 12 8 -0.160
2 12 9 -0.341
2 12 10 1.713
2 12 11 0.358
2 12 12 2.095
2 12 13 0.141
2 12 14 1.757
2 12 15 1.806
2 12 16 1.118
2 12 17 2.219
2 12 18 3.310
2 12 19 2.344
2 13 0 -3.645
2 13 1 -2.043
2 13 2 -2.487
2 13 3 -1.776
2 13 4 -1.304
2 13 5 -2.341
2 13 6 -2.005
2 13 7 -0.064
2 13 8 -0.605
2 13 9 -1.975
2 13 10 0.968
2 13 11 0.821
2 13 12 0.295
2 13 13 0.076
2 13 14 2.061
2 13 15 1.935
2 13 16 3.825
2 13 17 2.518
2 13 18 2.755
2 13 19 2.575
2 14 0 -1.533
2 14 1 -1.423
2 14 2 -0.659
2 14 3 -1.814
2 14 4 -1.482
2 14 5 -1.254
2 14 6 0.025
2 14 7 0.854
2 14 8 -0.448
2 14 9 -0.158
2 14 10 0.696
2 14 11 0.512
2 14 12 1.733
2 14 13 -0.567
2 14 14 0.836
2 14 15 1.135
2 14 16 0.168
2 14 17 1.516
2 14 18 1.818
2 14 19 2.653
2 15 0 -1.191
2 15 1 -2.014
2 15 2 -2.380
2 15 3 -1.337
2 15 4 -0.189
2 15 5 -1.546
2 15 6 -1.231
2 15 7 0.208
2 15 8 -0.153
2 15 9 0.805
2 15 10 0.539
2 15 11 1.375
2 15 12 0.249
2 15 13 1.330
2 15 14 1.434
2 15 15 0.893
2 15 16 0.878
2 15 17 2.941
2 15 18 2.375
2 15 19 2.101
2 16 0 -2.053
2 16 1 -0.810
2 16 2 -3.274
2 16 3 -2.384
2 16 4 -1.662
2 16 5 0.509
2 16 6 -0.171
2 16 7 0.480
2 16 8 -0.783
2 16 9 -0.503
2 16 10 1.014
2 16 11 0.965
2 16 12 1.621
2 16 13 1.295
2 16 14 1.931
2 16 15 2.098
2 16 16 2.857
2 16 17 3.143
2 16 18 1.465
2 16 19 1.226
2 17 0 -1.069
2 17 1 -0.657
2 17 2 -2.161
2 17 3 -2.569
2 17 4 -0.739
2 17 5 0.190
2 17 6 1.146
2 17 7 0.384
2 17 8 -0.063
2 17 9 -0.217
2 17 10 0.770
2 17 11 0.785
2 17 12 0.475
2 17 13 3.189
2 17 14 3.242
2 17 15 2.985
2 17 16 1.603
2 17 17 3.287
2 17 18 3.378
2 17 19 3.483
2 18 0 -0.766
2 18 1 -0.994
2 18 2 -0.647
2 18 3 -0.467
2 18 4 -0.440
2 18 5 -1.877
2 18 6 -0.120
2 18 7 -0.368
2 18 8 -0.684
2 18 9 1.948
2 18 10 2.249
2 18 11 2.217
2 18 12 1.597
2 18 13 2.736
2 18 14 1.928
2 18 15 2.344
2 18 16 1.570
2 18 17 3.026
2 18 18 3.020
2 18 19 2.192
2 19 0 -1.701
2 19 1 -1.461
2 19 2 0.304
2 19 3 -0.155
2 19 4 -0.598
2 19 5 -0.145
2 19 6 -0.046
2 19 7 0.020
2 19 8 -0.421
2 19 9 0.587
2 19 10 0.374
2 19 11 0.234
2 19 12 1.907
2 19 13 2.074
2 19 14 0.595
2 19 15 2.189
2 19 16 3.347
2 19 17 3.661
2 19 18 3.897
2 19 19 3.371
3 0 0 -0.676
3 0 1 -0.604
3 0 2 0.802
3 0 3 1.093
3 0 4 2.082
3 0 5 2.196
3 0 6 1.473
3 0 7 0.847
3 0 8 1.850
3 0 9 2.542
3 0 10 2.470
3 0 11 2.432
3 0 12 3.360
3 0 13 3.018
3 0 14 3.182
3 0 15 4.197
3 0 16 3.889
3 0 17 4.669
3 0 18 4.955
3 0 19 4.088
3 1 0 -0.280
3 1 1 1.519
3 1 2 -0.298
3 1 3 -0.799
3 1 4 -0.332
3 1 5 1.444
3 1 6 1.709
3 1 7 1.853
3 1 8 3.182
3 1 9 0.335
3 1 10 3.054
3 1 11 4.249
3 1 12 2.361
3 1 13 3.222
3 1 14 3.187
3 1 15 3.337
3 1 16 4.055
3 1 17 5.721
3 1 18 6.312
3 1 19 4.837
3 2 0 1.735
3 2 1 0.502
3 2 2 2.140
3 2 3 0.925
3 2 4 1.368
3 2 5 1.819
3 2 6 4.333
3 2 7 2.734
3 2 8 1.750
3 2 9 3.354
3 2 10 2.553
3 2 11 2.713
3 2 12 4.095
3 2 13 3.656
3 2 14 4.118
3 2 15 4.169
3 2 16 4.690
3 2 17 5.024
3 2 18 3.398
3 2 19 5.744
3 3 0 -0.470
3 3 1 -0.575
3 3 2 0.795
3 3 3 1.172
3 3 4 0.814
3 3 5 2.296
3 3 6 0.821
3 3 7 1.832
3 3 8 1.953
3 3 9 2.647
3 3 10 3.170
3 3 11 2.404
3 3 12 4.053
3 3 13 3.787
3 3 14 2.486
3 3 15 2.696
3 3 16 4.516
3 3 17 4.613
3 3 18 4.970
3 3 19 5.293
3 4 0 0.602
3 4 1 1.442
3 4 2 0.058
3 4 3 0.273
3 4 4 0.599
3 4 5 1.968
3 4 6 2.996
3 4 7 1.918
3 4 8 0.525
3 4 9 1.426
3 4 10 2.386
3 4 11 2.870
3 4 12 3.252
3 4 13 3.873
3 4 14 3.856
3 4 15 5.208
3 4 16 4.091
3 4 17 4.205
3 4 18 5.541
3 4 19 4.193
3 5 0 0.838
3 5 1 0.872
3 5 2 0.935
3 5 3 2.586
3 5 4 1.081
3 5 5 3.490
3 5 6 1.925
3 5 7 1.347
3 5 8 2.688
3 5 9 2.034
3 5 10 2.556
3 5 11 3.739
3 5 12 4.129
3 5 13 3.450
3 5 14 5.000
3 5 15 5.400
3 5 16 5.886
3 5 17 5.424
3 5 18 6.354
3 5 19 4.022
3 6 0 0.377
3 6 1 0.201
3 6 2 1.253
3 6 3 0.964
3 6 4 1.551
3 6 5 3.453
3 6 6 2.075
3 6 7 2.805
3 6 8 2.551
3 6 9 3.061
3 6 10 3.268
3 6 11 3.885
3 6 12 4.722
3 6 13 5.371
3 6 14 4.563
3 6 15 5.051
3 6 16 3.921
3 6 17 5.035
3 6 18 6.121
3 6 19 6.324
3 7 0 0.906
3 7 1 1.709
3 7 2 1.656
3 7 3 2.487
3 7 4 2.021
3 7 5 1.768
3 7 6 2.584
3 7 7 0.234
3 7 8 3.148
3 7 9 0.187
3 7 10 1.990
3 7 11 3.993
3 7 12 4.277
3 7 13 3.228
3 7 14 3.851
3 7 15 5.781
3 7 16 4.560
3 7 17 7.005
3 7 18 5.472
3 7 19 6.063
3 8 0 2.136
3 8 1 1.210
3 8 2 0.567
3 8 3 1.544
3 8 4 1.866
3 8 5 1.066
3 8 6 2.216
3 8 7 2.090
3 8 8 3.687
3 8 9 3.238
3 8 10 3.247
3 8 11 3.652
3 8 12 4.178
3 8 13 4.757
3 8 14 3.727
3 8 15 3.956
3 8 16 5.936
3 8 17 4.986
3 8 18 4.445
3 8 19 6.197
3 9 0 1.318
3 9 1 -0.014
3 9 2 1.657
3 9 3 2.325
3 9 4 2.300
3 9 5 2.769
3 9 6 1.403
3 9 7 3.054
3 9 8 2.811
3 9 9 2.930
3 9 10 4.275
3 9 11 5.026
3 9 12 5.541
3 9 13 5.420
3 9 14 4.544
3 9 15 5.177
3 9 16 5.771
3 9 17 5.518
3 9 18 5.789
3 9 19 6.606
3 10 0 1.005
3 10 1 0.732
3 10 2 1.247
3 10 3 2.349
3 10 4 2.108
3 10 5 2.641
3 10 6 3.168
3 10 7 2.595
3 10 8 3.763
3 10 9 3.724
3 10 10 2.696
3 10 11 5.101
3 10 12 3.810
3 10 13 3.150
3 10 14 3.901
3 10 15 4.183
3 10 16 5.305
3 10 17 5.307
3 10 18 5.520
3 10 19 6.548
3 11 0 1.430
3 11 1 1.674
3 11 2 2.012
3 11 3 2.440
3 11 4 0.524
3 11 5 2.182
3 11 6 0.993
3 11 7 3.029
3 11 8 3.259
3 11 9 4.363
3 11 10 4.740
3 11 11 4.215
3 11 12 3.916
3 11 13 4.967
3 11 14 4.420
3 11 15 5.104
3 11 16 6.157
3 11 17 5.185
3 11 18 6.539
3 11 19 6.700
3 12 0 0.499
3 12 1 2.305
3 12 2 2.348
3 12 3 2.134
3 12 4 1.706
3 12 5 1.892
3 12 6 2.412
3 12 7 3.539
3 12 8 2.604
3 12 9 3.982
3 12 10 2.901
3 12 11 3.995
3 12 12 4.509
3 12 13 6.640
3 12 14 3.846
3 12 15 6.388
3 12 16 5.594
3 12 17 6.066
3 12 18 6.095
3 12 19 6.619
3 13 0 1.245
3 13 1 2.795
3 13 2 1.530
3 13 3 3.064
3 13 4 1.906
3 13 5 2.636
3 13 6 2.090
3 13 7 3.575
3 13 8 4.630
3 13 9 3.675
3 13 10 3.842
3 13 11 3.371
3 13 12 4.343
3 13 13 3.515
3 13 14 4.322
3 13 15 5.497
3 13 16 6.634
3 13 17 8.089
3 13 18 5.636
3 13 19 7.517
3 14 0 1.669
3 14 1 1.616
3 14 2 2.346
3 14 3 2.313
3 14 4 2.615
3 14 5 2.463
3 14 6 1.934
3 14 7 2.081
3 14 8 4.102
3 14 9 3.621
3 14 10 3.628
3 14 11 4.375
3 14 12 5.268
3 14 13 5.039
3 14 14 4.633
3 14 15 6.402
3 14 16 6.948
3 14 17 6.343
3 14 18 6.989
3 14 19 7.467
3 15 0 2.483
3 15 1 2.333
3 15 2 2.584
3 15 3 2.784
3 15 4 1.754
3 15 5 3.455
3 15 6 2.073
3 15 7 2.785
3 15 8 4.727
3 15 9 4.620
3 15 10 5.400
3 15 11 4.256
3 15 12 3.815
3 15 13 4.808
3 15 14 5.345
3 15 15 5.590
3 15 16 6.696
3 15 17 5.764
3 15 18 6.597
3 15 19 5.788
3 16 0 2.044
3 16 1 1.950
3 16 2 1.611
3 16 3 2.285
3 16 4 2.590
3 16 5 2.784
3 16 6 4.680
3 16 7 3.448
3 16 8 3.594
3 16 9 2.375
3 16 10 3.600
3 16 11 4.368
3 16 12 4.293
3 16 13 6.211
3 16 14 5.236
3 16 15 6.662
3 16 16 5.944
3 16 17 6.188
3 16 18 6.350
3 16 19 6.687
3 17 0 3.165
3 17 1 0.197
3 17 2 0.715
3 17 3 2.144
3 17 4 2.854
3 17 5 3.657
3 17 6 3.747
3 17 7 3.324
3 17 8 4.710
3 17 9 4.982
3 17 10 4.568
3 17 11 5.454
3 17 12 5.165
3 17 13 4.761
3 17 14 6.032
3 17 15 5.825
3 17 16 6.001
3 17 17 7.442
3 17 18 4.566
3 17 19 5.655
3 18 0 0.945
3 18 1 1.867
3 18 2 2.217
3 18 3 1.478
3 18 4 2.159
3 18 5 2.522
3 18 6 5.440
3 18 7 5.178
3 18 8 3.671
3 18 9 3.972
3 18 10 3.607
3 18 11 3.263
3 18 12 4.959
3 18 13 4.518
3 18 14 5.511
3 18 15 4.562
3 18 16 5.496
3 18 17 6.487
3 18 18 6.925
3 18 19 7.229
3 19 0 0.944
3 19 1 2.947
3 19 2 1.886
3 19 3 3.296
3 19 4 3.044
3 19 5 2.215
3 19 6 3.326
3 19 7 4.134
3 19 8 4.596
3 19 9 4.256
3 19 10 5.857
3 19 11 5.701
3 19 12 4.953
3 19 13 6.021
3 19 14 7.231
3 19 15 7.516
3 19 16 5.228
3 19 17 5.732
3 19 18 7.925
3 19 19 6.153
4 0 0 3.942
4 0 1 4.874
4 0 2 5.862
4 0 3 5.708
4 0 4 5.532
4 0 5 5.776
4 0 6 6.009
4 0 7 6.138
4 0 8 8.931
4 0 9 7.606
4 0 10 8.341
4 0 11 7.503
4 0 12 8.009
4 0 13 7.850
4 0 14 6.563
4 0 15 7.845
4 0 16 7.762
4 0 17 7.674
4 0 18 8.781
4 0 19 11.060
4 1 0 5.070
4 1 1 6.401
4 1 2 5.960
4 1 3 6.521
4 1 4 5.437
4 1 5 6.840
4 1 6 7.267
4 1 7 6.486
4 1 8 7.658
4 1 9 7.927
4 1 10 7.297
4 1 11 7.102
4 1 12 7.316
4 1 13 8.596
4 1 14 9.051
4 1 15 8.419
4 1 16 9.337
4 1 17 10.035
4 1 18 10.337
4 1 19 11.347
4 2 0 6.232
4 2 1 4.673
4 2 2 7.084
4 2 3 5.575
4 2 4 7.099
4 2 5 6.581
4 2 6 6.460
4 2 7 5.606
4 2 8 7.179
4 2 9 6.331
4 2 10 8.616
4 2 11 9.319
4 2 12 7.731
4 2 13 8.873
4 2 14 8.314
4 2 15 8.655
4 2 16 10.041
4 2 17 9.653
4 2 18 11.339
4 2 19 9.825
4 3 0 6.115
4 3 1 5.657
4 3 2 6.479
4 3 3 5.748
4 3 4 6.329
4 3 5 6.539
4 3 6 6.226
4 3 7 7.688
4 3 8 7.941
4 3 9 8.159
4 3 10 9.177
4 3 11 9.370
4 3 12 8.174
4 3 13 9.035
4 3 14 8.501
4 3 15 9.282
4 3 16 9.047
4 3 17 11.086
4 3 18 10.344
4 3 19 10.141
4 4 0 6.376
4 4 1 3.948
4 4 2 4.336
4 4 3 6.847
4 4 4 6.522
4 4 5 6.937
4 4 6 5.939
4 4 7 7.245
4 4 8 9.129
4 4 9 8.449
4 4 10 8.188
4 4 11 7.965
4 4 12 8.263
4 4 13 7.139
4 4 14 9.311
4 4 15 10.045
4 4 16 8.371
4 4 17 9.366
4 4 18 9.232
4 4 19 9.649
4 5 0 5.569
4 5 1 4.122
4 5 2 6.544
4 5 3 6.919
4 5 4 6.378
4 5 5 4.858
4 5 6 6.308
4 5 7 8.355
4 5 8 5.409
4 5 9 7.617
4 5 10 7.214
4 5 11 9.065
4 5 12 8.144
4 5 13 9.271
4 5 14 9.663
4 5 15 10.943
4 5 16 9.574
4 5 17 10.301
4 5 18 9.075
4 5 19 11.479
4 6 0 5.023
4 6 1 5.446
4 6 2 6.140
4 6 3 5.171
4 6 4 6.867
4 6 5 7.721
4 6 6 7.445
4 6 7 6.203
4 6 8 7.638
4 6 9 8.594
4 6 10 6.761
4 6 11 7.667
4 6 12 9.491
4 6 13 9.269
4 6 14 9.645
4 6 15 11.067
4 6 16 10.217
4 6 17 10.632
4 6 18 12.537
4 6 19 10.461
4 7 0 5.099
4 7 1 6.342
4 7 2 6.614
4 7 3 6.105
